application_id_current,target
100001,0.057979287780524906
100005,0.13890737422610608
100013,0.02715696900846919
100028,0.035253223117935585
100038,0.17394305433623464
100042,0.043501958641547094
100057,0.017559542167905545
100065,0.030978545461642935
100066,0.01947531886321834
100067,0.11199063368672257
100074,0.039071298335572976
100090,0.04343270772481217
100091,0.14979526354617312
100092,0.08412534194843155
100106,0.041683164952233974
100107,0.16826082498931177
100109,0.06760838092115677
100117,0.025549174289856504
100128,0.10198651684549921
100141,0.056621149415833835
100150,0.03237821102146614
100168,0.013627378001593372
100169,0.054695461731058076
100170,0.1689781961867111
100171,0.0634996724494576
100172,0.10095636176336113
100184,0.10847052719952054
100187,0.06756683896282259
100212,0.05167355889872228
100222,0.04679324416546322
100223,0.02786807555141344
100232,0.02122313197799215
100241,0.15589836142079935
100245,0.02555585327284246
100253,0.02051219466808606
100256,0.11416815378472205
100271,0.019538853571270148
100278,0.2624904735826576
100280,0.015263369531026468
100306,0.1279321577712714
100311,0.08497535914111562
100312,0.020274946919330124
100330,0.10226997900334171
100331,0.029536034264010934
100352,0.11288038572677724
100358,0.10313883495614809
100367,0.03222480120857818
100382,0.12466545334684961
100384,0.09652839375263894
100385,0.09745114900823071
100386,0.03993514123481281
100399,0.037363804100876856
100404,0.03383116299484172
100416,0.01441190589728072
100422,0.03366886723738773
100426,0.045582836494600175
100438,0.04126785155255479
100444,0.16746539817975084
100445,0.08931162803135553
100446,0.08137932011004949
100447,0.026430558814861026
100450,0.0753535745945496
100466,0.03871017306099927
100483,0.05007205600062651
100484,0.016914260032187454
100494,0.06650941304054143
100510,0.18092690093577085
100512,0.021199202315348838
100517,0.03591948553205651
100548,0.019519548945376417
100551,0.06789412129225166
100552,0.10423411661138453
100553,0.016729525927272722
100561,0.1910291376865511
100568,0.3711537682404003
100569,0.02841157096961937
100591,0.0836186742753268
100592,0.023408654967322955
100602,0.05614254135166321
100607,0.05934592094764594
100613,0.06951621073684425
100617,0.09200197266102525
100618,0.08361982208351995
100622,0.04920863132785446
100625,0.09570123450118291
100677,0.0882249429726265
100699,0.0405167378079271
100702,0.4250474304571179
100711,0.053482208082954064
100729,0.1345983933403373
100740,0.19070110444857388
100744,0.11151027593738516
100745,0.048959890186290725
100747,0.07958693721689157
100751,0.35509470747307226
100752,0.0407805511251153
100753,0.2821440998383496
100754,0.31289556819692205
100760,0.03525695380144876
100762,0.09797809189806242
100763,0.055226293443074836
100765,0.020976440688046414
100770,0.09781832230687611
100772,0.027640233084311586
100777,0.028508688802771128
100791,0.021554087305805325
100792,0.014456234028748256
100797,0.039288210688659224
100823,0.03949249122562734
100826,0.054808877468391325
100830,0.06254220924923955
100836,0.21422535882821248
100872,0.02354517024326595
100910,0.07425252484978605
100913,0.12425078284967378
100918,0.028738882619064883
100931,0.018722223126769695
100952,0.03388651513116627
100953,0.020442926931072462
100965,0.18753468064849263
100970,0.030211568196762097
100982,0.14330496339062515
100983,0.2505645905491026
100984,0.05413635214250642
100987,0.0540351166559583
100997,0.03541920995203533
100998,0.21841042146231124
101002,0.05980700849605095
101005,0.18555222196534285
101008,0.2518062742631117
101020,0.07516939871080429
101021,0.06742768229960126
101024,0.04043191599529719
101025,0.23095767908236067
101026,0.049579777812565784
101031,0.024739288461995978
101041,0.017149198077307935
101051,0.012862283099076253
101055,0.08092610701379697
101056,0.17789278971285297
101057,0.04540241040550573
101064,0.022699728620249257
101079,0.09544813276251894
101087,0.017149494087516284
101090,0.0548357988425393
101092,0.08417446472706482
101097,0.14220346948444268
101099,0.02164175421749946
101107,0.137504428377974
101118,0.0382019814932957
101125,0.11575534053073103
101126,0.014607859547413234
101128,0.030335339943495854
101136,0.08980293981769495
101140,0.1783532042399548
101149,0.08558481339726684
101160,0.12454824866185794
101169,0.11833897113937279
101181,0.040311449464348184
101186,0.018301830734684055
101190,0.05291463138497649
101193,0.12876062740275124
101194,0.07807264523615452
101198,0.16711684424016238
101200,0.051140414802240554
101204,0.02191538286331663
101211,0.08573426995880473
101213,0.04438576488519746
101223,0.03781466105952984
101225,0.12324617264322241
101237,0.05815510722552851
101243,0.09679669236688632
101244,0.09843925491853452
101258,0.03315249102464672
101259,0.14244701280472236
101268,0.13737860940674007
101269,0.04385735021980611
101271,0.07174501343693394
101279,0.054847286659704175
101281,0.16179241425831248
101287,0.0589808206963797
101292,0.04761844930913585
101294,0.0343302112807399
101296,0.09109831383241813
101297,0.027411177557827647
101299,0.03645742911038961
101301,0.032909734255736414
101305,0.07067472065950729
101308,0.10295613345003712
101318,0.009321343400915021
101327,0.2487305481770574
101329,0.01879986804815379
101332,0.07046665814820147
101337,0.03631356429431775
101343,0.02418078135767243
101345,0.012299955897437896
101346,0.01042175268182754
101353,0.014719679161946428
101354,0.11836894993104112
101355,0.19474140939728102
101356,0.023506827666674307
101362,0.10379685174698774
101363,0.4120544262570402
101365,0.014110237271866706
101366,0.10059253379099062
101367,0.16036904811478378
101368,0.010503802471616802
101374,0.10980404782296982
101380,0.0231128980232668
101383,0.03212322777061081
101398,0.0244243515391663
101399,0.34961526439793317
101401,0.16595831047781556
